qid,granite_dense,bm25,hybrid_granite_bm25,convex_hybrid_granite_bm25
2685,0.8772153153380493,0.45560514958746035,0.6509209298071326,0.8772153153380493
2695,0.46927872602275644,0.13565197343244778,0.2960819109658652,0.46927872602275644
2713,0.4539036202482202,0.09546043308946733,0.3936948167222715,0.4539036202482202
2724,0.44149241373678083,0.0,0.298254219601818,0.44149241373678083
2737,0.3065735963827292,0.0,0.23719771276929622,0.2640681225725909
2747,0.6131471927654584,0.0,0.21840743681816419,0.6131471927654584
2749,0.38685280723454163,0.3562071871080222,0.43067655807339306,0.43067655807339306
2790,0.44149241373678083,0.0,0.2406672991267921,0.44149241373678083
2801,1.0,0.8503449055347546,1.0,1.0
2856,0.18457569677956817,0.0,0.0,0.18457569677956817
2857,0.0,0.0,0.0,0.0
2880,0.9083745556952364,0.17342765698823945,0.7534243519427347,0.9083745556952364
2885,1.0,0.5,0.6309297535714575,1.0
2891,0.5809949937791563,0.4935232796777481,0.6238470455881188,0.5943907508440193
2895,1.0,0.0,0.3333333333333333,1.0
2903,0.5531464700081437,0.5531464700081437,0.5531464700081437,0.5531464700081437
2923,0.0,0.0,0.0,0.0
2964,0.0,0.1480409554829326,0.15642624200758548,0.0
2968,0.3065735963827292,0.38685280723454163,0.3065735963827292,0.3065735963827292
2994,0.7903864795495061,0.6131471927654584,0.6131471927654584,0.6131471927654584
3006,0.23719771276929622,0.0,0.17723928678404774,0.23719771276929622
3008,0.7653606369886217,0.46927872602275644,0.7039180890341347,0.7653606369886217
3014,0.6366824387328317,0.13012668333070054,0.787702056960637,0.6366824387328317
3033,1.0,1.0,1.0,1.0
3039,0.0,0.0,0.0,0.0
3049,0.5294362295028773,0.0,0.15101961822780524,0.5294362295028773
3051,0.0,0.0,0.0,0.0
3067,0.49117205121962154,0.08671382849411972,0.3727892582642586,0.510227424721404
3085,0.6309297535714575,0.0,0.0,0.6309297535714575
3091,0.6060398578158167,0.26687965254220064,0.36005461457723403,0.5922216874835863
3103,0.11838279295536291,0.0,0.08671382849411972,0.10633668103022985
3115,0.6240505200038379,0.48381288316677695,1.0,0.6240505200038379
3125,1.0,0.5585075862632192,0.9438661545147249,1.0
3148,0.0,0.0,0.0,0.0
3149,0.8191079142140381,0.2032495876139783,0.6924048374257171,0.7183750273402227
3177,0.6583122271626569,0.08671382849411972,0.3540866036435273,0.6645997082078611
3179,0.8772153153380493,0.3065735963827292,0.8175295903539445,0.8772153153380493
3186,1.0,0.6309297535714575,1.0,1.0
3189,0.4776237035032179,0.0,0.16716045496620227,0.6508205185601091
3254,0.0,0.0,0.0,0.0
3264,0.6364391809889587,0.46927872602275644,0.46927872602275644,0.6364391809889587
3357,0.0,0.0,0.0,0.0
3369,0.5294362295028773,0.0,0.3903800499921017,0.5294362295028773
3394,0.16812753627111746,0.0,0.11284514134893527,0.16812753627111746
34,0.6364391809889587,0.0,0.23463936301137822,0.6364391809889587
3404,0.6934264036172708,0.6131471927654584,0.8065735963827293,0.6509209298071326
3405,0.46927872602275644,0.0,0.18154179253735267,0.46927872602275644
3446,0.18457569677956817,0.0,0.0,0.17723928678404774
3451,0.47254583883871204,0.15130120674940672,0.38724877043467315,0.47254583883871204
3453,0.8065735963827293,0.38685280723454163,0.6131471927654584,0.8065735963827293
3480,0.2685529228900211,0.0,0.13698471029831175,0.2735872697693364
3490,0.20210734650054757,0.0,0.0,0.18154179253735267
3500,0.0,0.0,0.0,0.0
3503,0.32097939710179135,0.0,0.10209739512291163,0.32097939710179135
