qid,granite_dense,bm25,splade,convex_hybrid_granite_bm25,convex_hybrid_granite_splade
PLAIN-2740,0.034019538049805745,0.0,0.0,0.0,0.0
PLAIN-2750,0.31516255047698366,0.23992089480238082,0.3340514446642156,0.23297260855707355,0.3222722491219547
PLAIN-2760,0.6217654667311627,0.08612792629011655,0.4369590963066124,0.3185746171344776,0.6830106438024846
PLAIN-2770,0.08879873949105598,0.0,0.0,0.07037133610231527,0.07037133610231527
PLAIN-2780,0.42471500406299667,0.5647652605605432,0.5170526691072512,0.5323329098793254,0.5464403123606522
PLAIN-2790,0.7730006051098631,0.702728403557943,0.6816808362189438,0.7630946912803436,0.7534494445524138
PLAIN-280,0.4690000933206748,0.22009176629808017,0.3995688713838975,0.424926013816671,0.4690000933206748
PLAIN-2800,0.2669507571941387,0.0,0.0,0.2669507571941387,0.16842717545221192
PLAIN-2810,0.0,0.0,0.0,0.0,0.0
PLAIN-2820,0.19004688335796713,0.0,0.3887879759564652,0.14704034066641014,0.19004688335796713
PLAIN-2830,0.21398626473452756,0.14606834984270645,0.3391602052736161,0.16958010263680806,0.3391602052736161
PLAIN-2840,0.0,0.0,0.0,0.0,0.0
PLAIN-2850,0.6387878864795979,0.6387878864795979,0.6387878864795979,0.6387878864795979,0.6387878864795979
PLAIN-2860,0.8670870086853021,0.7606220037494031,0.8670870086853021,0.8670870086853021,0.8670870086853021
PLAIN-2870,0.5974004989549763,0.5758211900829147,0.6174886499090687,0.5974004989549763,0.5974004989549763
PLAIN-2880,0.415617447187586,0.0,0.08039138809008574,0.18232691848268087,0.3767152080871663
PLAIN-2890,0.777747077360283,0.9636050417842176,0.9275090507323486,0.9333168256517765,0.777747077360283
PLAIN-2900,0.0,0.0,0.0,0.0,0.0
PLAIN-291,0.6871952210980248,0.4690000933206748,0.6722390270733757,0.5473983622993502,0.6969383549984332
PLAIN-2910,0.43929373490672136,0.2406871186625798,0.2594643811893597,0.27733701506236197,0.43929373490672136
PLAIN-2920,0.0,0.0,0.0,0.0,0.0
PLAIN-2930,0.933745776545611,0.9266360779006401,0.933745776545611,0.933745776545611,0.933745776545611
PLAIN-2940,0.23365080824310533,0.424926013816671,0.42838543210841196,0.47842151728792726,0.31488013066763093
PLAIN-2950,0.0,0.0,0.0,0.0,0.0
PLAIN-2960,0.0,0.0,0.0,0.0,0.0
PLAIN-2970,0.8521705090845474,0.3241295975188817,0.2685529228900211,0.8318477135310893,0.6581810421830975
PLAIN-2981,0.3079834593168982,0.3257192188287456,0.09109240322345806,0.4123370353127634,0.31866295117805
PLAIN-2991,0.6131471927654584,0.0,0.0,0.6131471927654584,0.6131471927654584
PLAIN-3001,0.6771264265132065,0.6968732710362916,0.6226797286731544,0.7399652888436797,0.6771264265132065
PLAIN-3014,0.3589542101716347,0.3589542101716347,0.3589542101716347,0.3589542101716347,0.3589542101716347
PLAIN-3026,0.24377484748737527,0.2558209594125084,0.2797643380184693,0.22471947398559278,0.24377484748737527
PLAIN-3037,0.0,0.0,0.0,0.0,0.08514311764162098
PLAIN-3053,0.16716045496620227,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.46927872602275644
PLAIN-3063,0.0,0.0,0.0,0.0,0.0
